id,Name,titleProject_id,class,score,login,password
91,Лощинский Борис Романович,210,10б,3,Лощинский_БР,oN3EwZEn
92,Ходорков Евгений Виталиевич,344,9г,5,Ходорков_ЕВ,4mRxzIXG
93,Кафорин Федор Данилович,427,10д,3,Кафорин_ФД,BNWGfXN0
94,Косынская Алиса Дмитриевна,40,9в,3,Косынская_АД,H3UZPWMk
95,Беремцев Артём Антонович,434,11т,2,Беремцев_АА,mYLybEx6
96,Влянская Мария Андреевна,490,7т,4,Влянская_МА,35riwV1S
97,Мыгеева Лиза Василевна,280,8в,5,Мыгеева_ЛВ,OeowQ1n5
98,Акутникова Мария Алексеевна,173,11в,2,Акутникова_МА,atQazH7R
99,Карябкин Константин Максимович,89,7и,2,Карябкин_КМ,AxxrZ17H
100,Прилепина Яна Максимовна,30,10в,5,Прилепина_ЯМ,xz8SbiBG
101,Ведищев Никита Георгиевич,365,7и,5,Ведищев_НГ,ImkWX45s
102,Самчева Вероника Борисовна,287,10г,3,Самчева_ВБ,t2OFFwi3
103,Пирцхалова Карина Леонидовна,452,10г,5,Пирцхалова_КЛ,pnwySGo2
104,Павлочев Денис Борисович,432,11д,5,Павлочев_ДБ,Qsc4aFw4
105,Арашкова Екатерина Евгеньевна,356,8х,None,Арашкова_ЕЕ,f06zRAoX
106,Байсарова Людмила Василевна,215,11и,2,Байсарова_ЛВ,1FtYwtFl
107,Кудекина Зинаида Игоревна,250,10и,3,Кудекина_ЗИ,4hJt7xDN
108,Дерналов Виталий Викторович,1,9г,4,Дерналов_ВВ,32MOhKEp
109,Сазинова Галина Романовна,61,9и,3,Сазинова_ГР,7hG7gW9E
110,Остаченова Марина Эдуардовна,229,9т,5,Остаченова_МЭ,UnFq5OKj
111,Битюкова Яна Егоровна,488,9и,4,Битюкова_ЯЕ,Wtz27iA4
112,Иваницкий Константин Борисович,232,8д,5,Иваницкий_КБ,dqBxq2co
113,Белянский Владислав Игоревич,74,11б,5,Белянский_ВИ,3Ej0bJfj
114,Баранкин Артём Алексеевич,382,9т,2,Баранкин_АА,eEeFx9t1
115,Шкабанова Софья Вадимовна,499,9х,4,Шкабанова_СВ,m0jGVY9y
116,Полозлов Денис Адамович,155,8т,3,Полозлов_ДА,SJGC6Akm
117,Жунина Светлана Михайловна,162,8в,3,Жунина_СМ,Plm1OYDi
118,Пантыкин Борис Игоревич,245,9х,2,Пантыкин_БИ,9byNGSCY
119,Доутова Марина Богдановна,189,11х,2,Доутова_МБ,RW5iECHM
120,Трещалова Яна Андреевна,330,8б,3,Трещалова_ЯА,3DV3c3BT
121,Ивашечкин Александр Данилович,390,10т,4,Ивашечкин_АД,jzkg565T
122,Мазьянова Инна Богдановна,416,11в,4,Мазьянова_ИБ,i5GYvXt2
123,Корогев Николай Евгеньевич,184,8б,5,Корогев_НЕ,XxVUg25r
124,Заидова Галина Максимовна,88,9т,4,Заидова_ГМ,Lw0nkaW6
125,Рамхин Кирилл Алексиевич,459,9х,4,Рамхин_КА,FIoTO3AP
126,Кизбабаев Эдуард Фёдорович,415,11т,2,Кизбабаев_ЭФ,ecj5FBSi
127,Соурчаков Ярослав Валериевич,268,8б,2,Соурчаков_ЯВ,Frh9c80Y
128,Мотяшева Алена Михайловна,404,7т,2,Мотяшева_АМ,w9wRM07D
129,Горшкова Наталия Яковлевна,340,11а,2,Горшкова_НЯ,ewkQ1pP4
130,Зябрицкий Игорь Виталиевич,332,7а,5,Зябрицкий_ИВ,4M93Dsji
131,Шельдяев Игорь Юриевич,97,7д,5,Шельдяев_ИЮ,8YwzUohQ
132,Шмелькин Максим Викторович,483,9т,5,Шмелькин_МВ,e2DLetRs
133,Жалкин Алексей Алексеевич,43,7а,3,Жалкин_АА,mXf2CV0B
134,Худасов Денис Максимович,70,10д,2,Худасов_ДМ,BaXm7NOH
135,Швичкова Наталья Эдуардовна,398,7г,4,Швичкова_НЭ,Pp1d3PBC
136,Едская Жанна Валерьевна,436,11в,4,Едская_ЖВ,nS5h9Uv0
137,Поморзина Полина Евгеньевна,122,7д,4,Поморзина_ПЕ,pZVMZ0iq
138,Будачева Кира Олеговна,55,11х,4,Будачева_КО,Zah7RmX1
139,Молкаев Василий Валериевич,216,8д,2,Молкаев_ВВ,uOmBrB8w
140,Яцынин Константин Тимофеевич,285,7г,2,Яцынин_КТ,O54KE6aQ
141,Маховиков Василий Петрович,391,7х,4,Маховиков_ВП,QQ6WNDAw
142,Шаметова Евгения Вадимовна,463,7а,2,Шаметова_ЕВ,8vaVphfx
143,Законнова Жанна Евгеньевна,442,11и,None,Законнова_ЖЕ,LXxwxA37
144,Перчихин Аркадий Тимофеевич,164,10т,3,Перчихин_АТ,xEefQ0PV
145,Бурдасова Ксения Игоревна,203,9а,3,Бурдасова_КИ,ig1IFQHd
146,Киссин Степан Иванович,251,7х,5,Киссин_СИ,rk4NbTsg
147,Вапилина Мария Егоровна,77,7д,2,Вапилина_МЕ,hGDln3V5
148,Сигутина Дарья Федоровна,458,7б,2,Сигутина_ДФ,bqJdn9ls
149,Сошьяков Альберт Фёдорович,17,7т,4,Сошьяков_АФ,Cc3DB9ut
150,Лугахина Клара Вадимовна,419,8в,4,Лугахина_КВ,2z7gYftA
151,Логецкий Анатолий Виталиевич,372,11б,4,Логецкий_АВ,ZpOxm5hw
152,Ковайкова Юлия Егоровна,75,10г,2,Ковайкова_ЮЕ,x66pGrFt
153,Вермутский Валерий Петрович,447,9и,5,Вермутский_ВП,ii0bWp19
154,Россомахов Олег Юриевич,56,8в,2,Россомахов_ОЮ,0Be0AhFN
155,Циплакова Екатерина Егоровна,471,9б,5,Циплакова_ЕЕ,tJNRC0Ko
156,Квятцева Алла Никитична,138,11в,2,Квятцева_АН,vg8NAn1W
157,Выхухолева Лариса Василевна,384,8б,5,Выхухолева_ЛВ,gi1s3OP7
158,Целохов Андрей Вадимович,433,8и,5,Целохов_АВ,A5Ez1ohm
159,Бендин Иван Яковлевич,71,8и,4,Бендин_ИЯ,5DjkPetv
160,Лазученков Василий Алексеевич,381,7х,2,Лазученков_ВА,Vwa6fgMv
161,Скоропухов Михаил Василиевич,69,10и,3,Скоропухов_МВ,UEYHJgw2
162,Мухонкин Тарас Романович,126,9и,4,Мухонкин_ТР,UKG2CR5u
163,Камерцев Владимир Кириллович,303,7а,3,Камерцев_ВК,T8Nh2rfP
164,Сандрыкина Анна Олеговна,324,10т,2,Сандрыкина_АО,Abal2om2
165,Недбайлов Алексей Денисович,15,7т,2,Недбайлов_АД,ANkSLF3I
166,Серпков Ярослав Георгиевич,380,10б,4,Серпков_ЯГ,GgKoi87S
167,Хатшуклов Аркадий Николаевич,42,11т,4,Хатшуклов_АН,d4ExVz1B
168,Литвалиева Алиса Егоровна,10,11и,3,Литвалиева_АЕ,Y5nxSRas
169,Енесина Лиза Валерьевна,293,9б,5,Енесина_ЛВ,0Zniv4E5
170,Пикальков Эдуард Алексиевич,21,8д,5,Пикальков_ЭА,Cj6JcfaX
171,Сачинский Валентин Кириллович,125,10т,2,Сачинский_ВК,HQnUMc86
172,Тарзанова Евгения Аркадьевна,96,9д,2,Тарзанова_ЕА,XvWo4Onn
173,Лапундин Юрий Игоревич,267,8и,5,Лапундин_ЮИ,o3zWIMkw
174,Личева Лиза Михайловна,453,9б,3,Личева_ЛМ,4hbFISy9
175,Смароверов Яков Борисович,131,11в,4,Смароверов_ЯБ,LE1pJ0jI
176,Вереина Алла Василевна,295,10и,3,Вереина_АВ,3xLGv81B
177,Погиблева Дарья Леонидовна,283,9в,5,Погиблева_ДЛ,1H0aCUMx
178,Байнова Анастасия Вадимовна,363,7б,3,Байнова_АВ,hFo6VIru
179,Шиловский Вячеслав Максимович,438,9и,4,Шиловский_ВМ,gWZm0RWL
180,Сыждиков Пётр Василиевич,494,11х,5,Сыждиков_ПВ,bZP3OS5n
181,Каценова Алёна Эдуардовна,165,11т,2,Каценова_АЭ,Nox2A1l6
182,Мужицких Ева Олеговна,348,8х,3,Мужицких_ЕО,bXBj3XAa
183,Плеснецов Степан Юрьевич,22,10а,2,Плеснецов_СЮ,NqMJ2RIl
184,Игумнова Алёна Сергеевна,114,9д,4,Игумнова_АС,dfG8vyqj
185,Хадаров Владимир Валериевич,278,11т,5,Хадаров_ВВ,DUw16U6j
186,Ступакова Кира Ивановна,421,8и,3,Ступакова_КИ,lOQY8HUL
187,Шоленинов Федор Максимович,286,11т,4,Шоленинов_ФМ,R3cZMX8z
188,Гундаров Руслан Николаевич,158,9д,4,Гундаров_РН,ecLbGNU3
189,Гречишева Марина Андреевна,464,7д,2,Гречишева_МА,LxY4S6ND
190,Утилова Алена Андреевна,253,11д,3,Утилова_АА,rTJRUk6I
191,Роткичева Алиса Максимовна,410,10а,4,Роткичева_АМ,3gcSxv6X
192,Колтышева Марина Вадимовна,87,11г,4,Колтышева_МВ,y52Qqp7v
193,Гурычева Лариса Валерьевна,489,9б,2,Гурычева_ЛВ,owL3IPBS
194,Горцева Кристина Никитична,246,8и,4,Горцева_КН,Xs5S1uWp
195,Кутурин Геннадий Денисович,197,9в,2,Кутурин_ГД,2UMtZiKf
196,Стефанков Яков Евгеньевич,318,10г,3,Стефанков_ЯЕ,j8WbvTA9
197,Множина Людмила Василевна,90,8б,2,Множина_ЛВ,hb6imN6s
198,Семисалов Георгий Иванович,316,9в,3,Семисалов_ГИ,QO3nfADp
199,Рогалов Альберт Валериевич,327,9б,2,Рогалов_АВ,YSAYs3Lo
200,Черетаева Анастасия Олеговна,341,9б,2,Черетаева_АО,ri2bNjhy
201,Радоминова Любовь Игоревна,25,9и,5,Радоминова_ЛИ,xRyLXSj5
202,Шувырина Лиза Андреевна,395,9а,5,Шувырина_ЛА,VswJiRL4
203,Калиженков Семён Алексеевич,401,11а,4,Калиженков_СА,DkvM6lrG
204,Старокашин Константин Петрович,309,10а,3,Старокашин_КП,wwYhR47t
205,Малтоцов Аркадий Яковлевич,218,8а,3,Малтоцов_АЯ,injU36w6
206,Кузеванова Ева Егоровна,116,7д,2,Кузеванова_ЕЕ,LAMq3ABa
207,Нурулина Алёна Егоровна,284,9х,2,Нурулина_АЕ,91ghwMsY
208,Лератов Герасим Сергеевич,374,10а,4,Лератов_ГС,LxN3I12E
209,Людин Руслан Аркадиевич,498,7и,3,Людин_РА,9FU5y21D
210,Пурин Виктор Данилович,154,8и,5,Пурин_ВД,1NZSRPTw
211,Лютов Виктор Юрьевич,288,11г,2,Лютов_ВЮ,TjUUkp61
212,Марюшкина Яна Федоровна,345,10д,5,Марюшкина_ЯФ,e0uzoAY2
213,Томилова Кристина Михайловна,492,11б,3,Томилова_КМ,dfQ7wug3
214,Дистерев Валерий Валериевич,24,7г,3,Дистерев_ВВ,g742LkH0
215,Дочкин Геннадий Алексиевич,52,11и,5,Дочкин_ГА,M6qgmA43
216,Иняхин Руслан Сергеевич,234,7и,5,Иняхин_РС,HhJTQ5D4
217,Знайкова Раиса Егоровна,148,11х,3,Знайкова_РЕ,wCcH1QyJ
218,Кашавцев Аркадий Леонидович,58,7а,4,Кашавцев_АЛ,d31dPjrL
219,Пятернина Кристина Андреевна,445,7и,2,Пятернина_КА,I8hKJoSx
220,Гусеева Карина Викторовна,263,9и,2,Гусеева_КВ,c5azqyrU
221,Кастева Яна Сергеевна,108,7и,2,Кастева_ЯС,T3H0kEWk
222,Гришанин Тарас Павлович,113,10т,2,Гришанин_ТП,xcEb1H96
223,Грамоткин Илья Викторович,195,8д,5,Грамоткин_ИВ,EOMrK263
224,Мелисин Геннадий Василиевич,465,10г,2,Мелисин_ГВ,yfBzAs9j
225,Цинина Светлана Яковлевна,105,11г,5,Цинина_СЯ,19g1wlLs
226,Петов Георгий Адамович,57,9а,2,Петов_ГА,gM5Re7oD
227,Реева Валентина Максимовна,146,11и,5,Реева_ВМ,DiDi0WAP
228,Слесивых Мария Аркадьевна,35,7и,5,Слесивых_МА,QNCkQMf8
229,Афтаева Полина Ивановна,193,10д,5,Афтаева_ПИ,pVIzgg74
230,Кривицкий Валентин Виталиевич,208,8х,5,Кривицкий_ВВ,jtFuVik4
231,Чубатов Константин Леонидович,279,11а,4,Чубатов_КЛ,Tp4derK1
232,Партенков Геннадий Павлович,418,8х,3,Партенков_ГП,7FIqqgPQ
233,Черушев Григорий Борисович,84,7г,4,Черушев_ГБ,rvA38BZC
234,Тютекин Георгий Тимофеевич,262,7а,2,Тютекин_ГТ,LJ74B2oN
235,Янкевский Вячеслав Адамович,167,11г,4,Янкевский_ВА,cj08yA79
236,Сухручкина Клавдия Аркадьевна,177,7в,4,Сухручкина_КА,qYr2HiDI
237,Конофалова Клара Петровна,95,11д,5,Конофалова_КП,isnQOx3g
238,Лигасов Михаил Павлович,491,11г,4,Лигасов_МП,AOtKix1T
239,Писарьков Альберт Игоревич,313,8в,4,Писарьков_АИ,9KeTXDxG
240,Варов Кирилл Иванович,28,8а,5,Варов_КИ,F9nNq21g
241,Пурынов Евгений Петрович,244,9и,3,Пурынов_ЕП,LcEE3PfC
242,Супрутская Вероника Викторовна,187,9а,2,Супрутская_ВВ,TXo1bx8H
243,Скроцкая Алина Федоровна,127,8г,3,Скроцкая_АФ,BWhXJU1p
244,Барадулин Вадим Юрьевич,281,11х,3,Барадулин_ВЮ,b8Ekp8RG
245,Точилин Дмитрий Фёдорович,476,8а,2,Точилин_ДФ,kA7Ejgjo
246,Бикмуллин Руслан Валериевич,333,11т,2,Бикмуллин_РВ,TlsFR1DB
247,Серпичев Василий Алексиевич,394,10х,5,Серпичев_ВА,VARAfVh2
248,Вострышев Яков Аркадиевич,343,8г,5,Вострышев_ЯА,HjBTXx2v
249,Грушчева София Евгеньевна,480,11в,None,Грушчева_СЕ,hQf5gtsQ
250,Кулапов Александр Юрьевич,109,9б,5,Кулапов_АЮ,CM73fR6Y
251,Чибисенков Владислав Фёдорович,375,8х,3,Чибисенков_ВФ,cv3jkeWS
252,Утилов Роман Василиевич,254,9х,2,Утилов_РВ,t928xxJM
253,Татаурова Галина Федоровна,145,10т,4,Татаурова_ГФ,9Rctaax3
254,Визавитина Наталия Леонидовна,101,10г,2,Визавитина_НЛ,cjb0ILML
255,Мягченков Артём Денисович,115,7б,4,Мягченков_АД,9DpQhy1Y
256,Брикова Инна Богдановна,256,9б,4,Брикова_ИБ,1alL1uuv
257,Наторкин Валентин Данилович,319,7и,2,Наторкин_ВД,BGcPWk8D
258,Эштрекова Софья Алексеевна,76,9в,3,Эштрекова_СА,eQuXTp3s
259,Кутаманова Кира Андреевна,182,10т,2,Кутаманова_КА,Bdjhv8N6
260,Кыштымова Евгения Эдуардовна,255,8в,5,Кыштымова_ЕЭ,gA0AtfMz
261,Ккнязева Клавдия Дмитриевна,34,7б,5,Ккнязева_КД,gDiPn9aG
262,Глаголина Алиса Никитична,249,9д,2,Глаголина_АН,1M4zFAnW
263,Рисина Раиса Валерьевна,451,10а,4,Рисина_РВ,JxQb6Wel
264,Ребров Алексей Георгиевич,289,8и,3,Ребров_АГ,SmNRmux0
265,Вырысалова Александра Евгеньевна,39,11и,2,Вырысалова_АЕ,Rd65Mzn3
266,Гомольский Владимир Юриевич,314,11х,5,Гомольский_ВЮ,zpN7lVPD
267,Швинова Марина Федоровна,271,8г,5,Швинова_МФ,LYciRy3x
268,Рудковская Инна Дмитриевна,6,7т,3,Рудковская_ИД,vteUoQM7
269,Решеткина Дарья Василевна,408,10и,3,Решеткина_ДВ,n43J2gRm
270,Евстихеев Игорь Василиевич,422,10х,5,Евстихеев_ИВ,DqUSAkq0
271,Лазарина Алёна Федоровна,161,8б,3,Лазарина_АФ,XDKt6NOC
272,Гляченков Григорий Николаевич,431,10а,5,Гляченков_ГН,Qi0Q7VVW
273,Чардынцева Алина Вадимовна,135,10д,3,Чардынцева_АВ,jf4hJ5zX
274,Скаредов Яков Иванович,337,9т,5,Скаредов_ЯИ,QCXtFv1d
275,Юрицкий Эдуард Денисович,192,7д,3,Юрицкий_ЭД,Hpd9RffK
276,Кравчина Светлана Аркадьевна,413,11г,5,Кравчина_СА,cVjAaC9W
277,Чмареткова Полина Вадимовна,449,10а,2,Чмареткова_ПВ,O4sADlIq
278,Углова Галина Романовна,260,9г,3,Углова_ГР,JH75O8tD
279,Згуровская Виктория Андреевна,220,9т,4,Згуровская_ВА,TUn0NKkV
280,Секерский Станислав Сергеевич,235,10а,4,Секерский_СС,SZiFVA0I
281,Жевайкин Евгений Адамович,86,11г,3,Жевайкин_ЕА,ir4X3Tfv
282,Коточигов Семён Игоревич,26,9д,5,Коточигов_СИ,3wqVAVHt
283,Калонин Альберт Денисович,297,8б,2,Калонин_АД,8EbOePJg
284,Валягин Григорий Антонович,94,10в,4,Валягин_ГА,0PZTzgux
285,Коцева Кристина Николаевна,412,9г,3,Коцева_КН,j8obLTJI
286,Голина Кристина Максимовна,3,7х,3,Голина_КМ,WZWn84eC
287,Батрамеев Анатолий Романович,354,9х,3,Батрамеев_АР,3S93BYwb
288,Чикмарев Валентин Валериевич,306,9и,5,Чикмарев_ВВ,gIw68JbT
289,Киницына Валерия Олеговна,202,7х,4,Киницына_ВО,z9ySfJ7a
290,Числин Юрий Денисович,121,7в,2,Числин_ЮД,N476XDqR
291,Стебунова Юлия Романовна,358,9т,3,Стебунова_ЮР,75H1XZ2a
292,Кацов Павел Павлович,236,10г,5,Кацов_ПП,gPiLn4Y4
293,Гоцев Тарас Викторович,41,8в,3,Гоцев_ТВ,fnU0iiLu
294,Мотовицкий Роман Аркадиевич,31,11и,5,Мотовицкий_РА,gUBGbY5M
295,Чурзина Клара Егоровна,308,10б,3,Чурзина_КЕ,1PeW0m1g
296,Щепалкина Валерия Сергеевна,134,9б,4,Щепалкина_ВС,U2k78YQN
297,Утимишев Ярослав Игоревич,239,11а,3,Утимишев_ЯИ,VUbac3B2
298,Алуханов Кирилл Фёдорович,298,7т,2,Алуханов_КФ,vrNb8QnD
299,Полунеев Валентин Валериевич,307,8и,2,Полунеев_ВВ,Y0Npt8aE
300,Крупенова Наталия Андреевна,209,7в,5,Крупенова_НА,gDiXxSD5
301,Корнюшин Илья Юрьевич,44,10т,3,Корнюшин_ИЮ,yMq9Hg5W
302,Паушева Виолетта Никитична,310,8г,4,Паушева_ВН,kJLE2ICc
303,Берзин Герасим Антонович,349,11т,5,Берзин_ГА,G9xBrGi6
304,Шулунова Алла Алексеевна,54,7д,4,Шулунова_АА,0xJSbD4q
305,Трепашова София Яковлевна,399,11а,2,Трепашова_СЯ,8oPXL3dE
306,Чумейкин Константин Антонович,8,8б,5,Чумейкин_КА,2fbYppVF
307,Польшиков Денис Игоревич,495,9и,2,Польшиков_ДИ,ic2Dyq6L
308,Медоусова Жанна Романовна,252,7б,2,Медоусова_ЖР,DfHTecU3
309,Акуратова Клавдия Андреевна,92,9г,5,Акуратова_КА,3fI2gbSd
310,Курмеева Елизавета Валерьевна,486,8а,5,Курмеева_ЕВ,a4F5QrRO
311,Бадов Александр Аркадиевич,217,10г,3,Бадов_АА,0ElYkwiN
312,Бакушин Эдуард Адамович,265,7б,5,Бакушин_ЭА,bMeQosb8
313,Чебина Инна Сергеевна,273,10т,2,Чебина_ИС,ZHXqdm1L
314,Подледнова Наталья Ивановна,112,11и,3,Подледнова_НИ,UlZMWzo4
315,Садгеева Лиза Евгеньевна,460,11г,3,Садгеева_ЛЕ,tjwzTw0n
316,Акушин Борис Павлович,493,9т,2,Акушин_БП,QJ7eyIMm
317,Аришев Руслан Кириллович,379,10т,3,Аришев_РК,7jPbJ2uu
318,Гуслова Кристина Олеговна,389,9в,2,Гуслова_КО,3NbLTNL6
319,Глоточкина Оксана Аркадьевна,370,9и,5,Глоточкина_ОА,aTnxev2I
320,Шапина Маргарита Романовна,163,8б,5,Шапина_МР,J2o2eSmr
321,Дурылин Георгий Валериевич,261,11т,4,Дурылин_ГВ,1aU8sh0T
322,Болкисева Анна Викторовна,248,7х,4,Болкисева_АВ,gnPu85OJ
